name,neighbourhood,room_type,bedrooms,bathrooms,minimum_nights,price,availability_365,number_of_reviews,review_score,is_superhost
Beautiful room in classic Victorian house,Jamaica Plain,Hotel room,1.0,3.0,1,172.0,0,48,92.0,0
Great Location Boston 4 Bed Apt. Cent. AC+Driveway,Dorchester,Entire home/apt,4.0,1.0,3,250.0,86,80,96.0,0
Gorgeous 1BR in Downtown + 100 WalkScore | Evonify,Downtown,Entire home/apt,1.0,1.0,10,113.0,157,44,86.0,0
"Sleeps +4, comfortable apt. in quiet Boston suburb",West Roxbury,Entire home/apt,2.0,1.0,2,140.0,230,35,98.0,0
Comfort inn in my home,Roxbury,Private room,1.0,1.5,1,68.0,180,15,92.0,1
"Bed, Bath and Beyond in Jamaica Plain",Jamaica Plain,Private room,1.0,1.0,91,55.0,365,48,97.0,1
"Bed, Bath and Beyond II in Jamaica Plain",Jamaica Plain,Private room,1.0,1.0,91,50.0,365,49,98.0,1
Karlie’s Place #2,Mattapan,Private room,1.0,1.0,1,40.0,111,84,97.0,0
Karlie’s Place #3,Mattapan,Private room,1.0,1.0,1,41.0,114,50,97.0,0
Romantic Gate away on  a roof with parking,East Boston,Entire home/apt,2.0,1.0,2,85.0,90,104,95.0,0
Private Garden Apartment sleeps up to four.,Jamaica Plain,Entire home/apt,1.0,1.0,2,108.0,136,79,97.0,1
New Luxury 3 BR |1 Bath Unit near Seaport/BCEC,South Boston,Entire home/apt,3.0,1.0,1,144.0,202,51,98.0,1
Designer Loft in Downtown Waterfront  location,Downtown,Entire home/apt,1.0,1.0,2,315.0,0,38,99.0,0
Comfy Cool bedroom close to subway,Roxbury,Private room,1.0,1.0,2,98.0,95,41,96.0,0
Comfy convenient  room in cool neighborhood,Roxbury,Private room,1.0,1.0,2,100.0,95,37,92.0,0
Glam&Trendy Retreat 1 Min Subway 12 Min Boston #2.,Dorchester,Entire home/apt,4.0,2.0,2,368.0,360,10,94.0,0
"Downtown Crossing, 1 Bed Apt, Boston",Downtown,Entire home/apt,1.0,1.0,9,100.0,65,18,97.0,1
Modern & Cozy | 1 min to Subway + 12 min Downtown,Dorchester,Private room,1.0,2.0,2,60.0,361,41,94.0,0
Bright & Cozy | 1 min to Subway + 12 min Downtown,Dorchester,Private room,1.0,2.0,2,75.0,361,42,98.0,0
Luxury King| 1 min to Subway + 12 min Downtown,Dorchester,Private room,1.0,2.0,2,60.0,361,37,98.0,0
Queen Lux Cozy | 1 min to Subway + 12 min Downtown,Dorchester,Private room,1.0,2.0,2,76.0,361,34,97.0,0
Luxury Back Bay Downtown Boston NEW CONDO,South End,Entire home/apt,2.0,1.0,91,799.0,290,39,92.0,0
Luxury apt in the heart of Boston,Chinatown,Private room,1.0,1.0,91,200.0,0,25,98.0,1
Spend Autumn in New England in our Welcoming Home,Dorchester,Private room,1.0,1.0,2,150.0,355,34,100.0,1
"Books, vinyls, plants & sunlight oh my!!!",Brighton,Private room,1.0,1.0,91,85.0,0,26,100.0,1
"(X7) Back Bay Studio, Cute and Cozy",Back Bay,Entire home/apt,1.0,1.0,1,116.0,117,51,93.0,0
5* Premium Quality - 3 Bedroom Apartment,Dorchester,Entire home/apt,3.0,1.0,1,275.0,337,13,100.0,1
Flat in the Jamaica Plain Hills,Jamaica Plain,Entire home/apt,1.0,1.0,2,125.0,4,43,97.0,1
Boutique Hotel Room - Charlesmark Hotel,Back Bay,Hotel room,1.0,1.0,1,269.0,117,52,96.0,1
"Private Room Near Harvard, BU and Downtown Boston!",Allston,Private room,1.0,1.0,91,79.0,90,19,93.0,0
"Spacious Room w/ Balcony near BU, Harvard,Downtown",Allston,Private room,1.0,1.0,91,84.0,0,27,93.0,0
1 bedroom basement unit,Hyde Park,Entire home/apt,1.0,1.0,2,53.0,2,58,96.0,1
"Spacious Room Near Harvard, BU & Downtown Boston!",Allston,Private room,1.0,1.0,91,84.0,270,13,94.0,0
"Bedroom in a sunny, cozy, + colorful JP apartment",Jamaica Plain,Private room,1.0,1.0,2,69.0,353,18,99.0,1
"Private Room Near Downtown, Harvard, MIT & BU!",Allston,Private room,1.0,1.0,91,84.0,270,13,89.0,0
Comfy garden level apartment close to subway,Roxbury,Entire home/apt,2.0,1.0,2,85.0,9,26,83.0,0
Sunny and Modern 2 BEDs Condo Minutes From The T,East Boston,Entire home/apt,2.0,1.0,2,199.0,176,62,100.0,1
💎Swanky Home 🌻Walk to MGH 🌳Sanitized🧺Laundry,Beacon Hill,Entire home/apt,2.0,2.0,2,699.0,344,26,98.0,0
🌳Ace Location🌳Luxe🌳Walk MGH🌳Sanitized🐶Dogs OK,Beacon Hill,Entire home/apt,1.0,1.0,32,169.0,201,13,98.0,0
💎Newly Renovated🌳Walk to MGH🏨Luxe🌻Sanitized🌿,Beacon Hill,Entire home/apt,2.0,2.0,32,199.0,241,15,95.0,0
🌳Penthouse w Deck🌳Walk MGH🌳Sanitized🌳Laundry🌳,Beacon Hill,Entire home/apt,2.0,1.5,28,239.0,159,10,88.0,0
🏨Walk to MGH🏃Ace Location🌳Renovated🌻Sanitized,Beacon Hill,Entire home/apt,1.0,1.0,32,149.0,148,20,91.0,0
🌳Walk to MGH🏨Patio🌲5 Star🌻Sanitized🐶Dogs Ok,Beacon Hill,Entire home/apt,2.0,1.0,31,149.0,294,18,96.0,0
🌳Walk to MGH🏨Deck🌲5 Star🌻Sanitized🐶Dogs Ok,Beacon Hill,Entire home/apt,1.0,1.0,28,149.0,336,18,97.0,0
A bit of France in Boston - Super Clean,Dorchester,Private room,1.0,1.5,1,90.0,90,56,99.0,1
"Large Room Near BU, Harvard, MIT & Downtown Boston",Allston,Private room,1.0,1.0,91,84.0,82,36,94.0,0
#B101 Boston New Central  AC queen bed 全楼禁烟 厨具齐备,Dorchester,Private room,1.0,2.0,28,60.0,262,21,90.0,1
"Newly reno gorgeous 2 bdrm with prvt prkg,entrance",Roxbury,Entire home/apt,2.0,1.0,1,224.0,176,57,98.0,1
Bright Newly Renovated 1 Bed Near Franklin Park !!,Dorchester,Entire home/apt,1.0,1.0,4,82.0,175,19,84.0,0
607  True One Bedroom In Downtown Boston!,Downtown,Entire home/apt,1.0,1.0,2,100.0,153,41,88.0,0
"502 Low Prices, Housing For Essential Workers W/ Affordable Prices",Downtown,Entire home/apt,1.0,1.0,2,94.0,0,25,91.0,0
604 Best Location Studio In Downtown Boston,Downtown,Entire home/apt,1.0,1.0,1,91.0,116,54,90.0,0
"503 Peaceful Retreat In Boston Near T, Easy Commuting!",Downtown,Entire home/apt,1.0,1.0,2,95.0,44,16,84.0,0
"601 Stay Tonight, Enjoy All Boston Has To Offer",Downtown,Entire home/apt,1.0,1.0,2,91.0,151,27,90.0,0
Studio Ready 4 Students & Traveling Professionals  307,Downtown,Private room,1.0,1.0,2,78.0,142,31,92.0,0
"302 Ideal Location, Boston Studio, Stay Tonight!",Downtown,Private room,1.0,1.0,2,78.0,138,24,87.0,0
Studio Ready 4 Students & Traveling Professionals!  309,Downtown,Private room,1.0,1.0,2,78.0,127,26,95.0,0
Studio Ready 4 Students & Traveling Professionals! 310,Downtown,Private room,1.0,1.0,2,78.0,158,32,91.0,0
608 Stylish Downtown Boston Studio!,Downtown,Entire home/apt,1.0,1.0,2,91.0,186,27,91.0,0
501 Near T and Area Hospitals,Downtown,Entire home/apt,1.0,1.0,1,91.0,138,21,82.0,0
Safe/Clean Studio With Everything You Need!,Downtown,Entire home/apt,1.0,1.0,2,169.0,0,35,90.0,0
504 Stay Tonight In Boston's Downtown!,Downtown,Entire home/apt,1.0,1.0,2,91.0,187,25,86.0,0
507 Stylish Studio in the Heart of Boston!,Beacon Hill,Entire home/apt,1.0,1.0,2,95.0,186,44,90.0,0
508 Stylish Studio in Downtown Boston!,Downtown,Entire home/apt,1.0,1.0,2,94.0,127,40,92.0,0
506 Perfect Studio in Downtown Boston!,Downtown,Entire home/apt,1.0,1.0,2,91.0,232,24,92.0,0
602 Stylish Downtown Boston Studio!,Downtown,Entire home/apt,1.0,1.0,2,94.0,30,42,90.0,0
603 Best Location Studio In Downtown Boston,Downtown,Entire home/apt,1.0,1.0,2,94.0,156,48,88.0,0
605 Great and Affordable Place to Stay in Boston!,Downtown,Entire home/apt,1.0,1.0,2,91.0,181,26,92.0,0
606 Simple Studio in the Heart of Boston!,Beacon Hill,Entire home/apt,1.0,1.0,2,91.0,153,41,92.0,0
Studio Ready 4 Students & Traveling Professionals  303,Downtown,Private room,1.0,1.0,2,78.0,31,18,84.0,0
Desirable Boston Neighborhood near Downtown&Beach4,Dorchester,Private room,1.0,1.0,1,80.0,365,28,85.0,0
Mins to Downtown/Seaport/BCEC with a private bath!,South Boston,Private room,1.0,1.0,1,77.0,362,60,97.0,1
Clean Comfy & Cozy Guest Suite  Glory 1,Dorchester,Private room,1.0,1.0,1,70.0,0,14,100.0,1
Clean Comfy & Cozy Guest Suite  Glory 3,Dorchester,Private room,1.0,1.0,1,85.0,0,17,99.0,1
Clean Comfy & Cozy Guest Suite  Glory 5,Dorchester,Private room,1.0,1.0,1,85.0,0,10,98.0,1
Beautiful South Boston Penthouse w/ Private Deck!,South Boston,Entire home/apt,1.0,1.0,2,180.0,0,15,97.0,1
Studio That Is Safe/Clean Ready 4 You! 143-22,South End,Entire home/apt,1.0,1.0,2,84.0,163,46,89.0,0
Studio That Is Safe/Clean Ready 4 You! 143-12,South End,Entire home/apt,1.0,1.0,2,84.0,92,28,84.0,0
Modern Efficiency Studio Awaits Your Stay! 1-1,Bay Village,Private room,1.0,1.0,2,72.0,119,41,87.0,0
Boston Professionally Sanitized. long term discoun,Hyde Park,Entire home/apt,2.0,1.0,3,203.0,0,75,99.0,1
Cozy private room w/ priv. Entrance GREAT LOCATION,Allston,Private room,1.0,1.0,91,65.0,0,32,96.0,1
Modern Single Studio at the Heart of Boston! 1-21,South End,Private room,1.0,1.0,2,65.0,187,17,84.0,0
Charming Art Filled Victorian w/Gorgeous Bath,Dorchester,Private room,1.0,1.0,1,65.0,179,14,97.0,0
Stunning South End 1BR - private roofdeck,South End,Entire home/apt,1.0,1.0,3,179.0,134,81,95.0,1
Beautiful Beacon Hill Home - Amazing Location!,West End,Entire home/apt,3.0,1.0,1,223.0,168,57,88.0,0
202 Perfect Studio In Downtown Boston Awaits YOU!,Downtown,Private room,1.0,1.0,2,78.0,156,35,83.0,0
Welcoming Private Studio for One!  5-44,Bay Village,Private room,1.0,1.0,2,62.0,168,18,90.0,0
"Boston Studio, Ready For Long & Short Stays 207",Downtown,Private room,1.0,1.0,3,78.0,156,50,88.0,0
"Boston Studio, Ready For Long & Short Stays 203",Downtown,Private room,1.0,1.0,2,78.0,122,59,88.0,0
Studio Ready 4 Students & Traveling Professionals  304,Downtown,Private room,1.0,1.0,2,78.0,31,32,91.0,0
Studio Ready 4 Students & Traveling Professionals  305,Beacon Hill,Private room,1.0,1.0,2,78.0,304,22,85.0,0
"Location A++, Sleeps 3 1-31",South End,Entire home/apt,1.0,1.0,2,93.0,187,23,85.0,0
Private Studio in Boston's Bay Village! 5-22,Bay Village,Entire home/apt,1.0,1.0,2,84.0,150,43,87.0,0
Modern Single Studio at the Heart of Boston! 1-24,Bay Village,Private room,1.0,1.0,2,65.0,181,27,84.0,0
"Location A++, Sleeps 3 143-23",Bay Village,Entire home/apt,1.0,1.0,2,93.0,182,71,87.0,0
★ The Elephant Room | Close to Subway + Downtown ★,Dorchester,Private room,1.0,1.0,2,69.0,117,48,98.0,1
★ The Map Room | Close to Subway + Downtown ★,Dorchester,Private room,1.0,1.0,2,69.0,117,32,99.0,1
1 bedroom apartment in South End,Roxbury,Entire home/apt,1.0,1.0,91,75.0,296,72,93.0,0
Charming 19th Century Boston Home  Private Unit,Roxbury,Entire home/apt,2.0,1.0,14,89.0,348,28,96.0,1
Alaska Street R44,Roxbury,Private room,1.0,1.0,2,68.0,90,11,100.0,1
"Bright, cozy bedroom (Freedom Trail)",Roxbury,Private room,1.0,1.0,1,45.0,173,97,93.0,1
En suite w/ King bed (Boston Common),Roxbury,Private room,1.0,1.0,1,39.0,127,97,98.0,1
Large bedroom w/ king size bed (Boston Tea Party),Roxbury,Private room,1.0,1.0,1,55.0,171,70,97.0,1
Large Sunny room w/ King bed (Boston Harbor Room),Roxbury,Private room,1.0,1.0,1,38.0,146,89,97.0,1
Comfort Inn in my home 2nd bedroom,Roxbury,Private room,1.0,1.5,1,75.0,90,13,94.0,1
Stunning 3BD/3BA in Jamaica Plain,Jamaica Plain,Entire home/apt,3.0,2.5,1,197.0,0,33,81.0,0
DOWNTOWN BOSTON/ UMASS BOSTON/ PRIVATE BEDROOM,Dorchester,Private room,1.0,1.5,91,75.0,365,11,80.0,0
DOWNTOWN BOSTON / UMASS BOSTON / PRIVATE BEDROOM,Dorchester,Private room,1.0,1.5,91,75.0,365,12,82.0,0
Beacon Hill Apartment,Beacon Hill,Entire home/apt,1.0,1.0,91,118.0,0,22,92.0,0
Walking distance to Longwood Medical and Boston,Jamaica Plain,Private room,1.0,1.0,1,115.0,88,25,97.0,1
New 2 Bed - Heart of Downtown - Hynes / Prudential,Back Bay,Entire home/apt,2.0,1.0,91,250.0,0,10,92.0,0
DOWNTOWN BOSTON / UMASS BOSTON / PRIVATE BEDROOM,Dorchester,Private room,1.0,1.5,91,75.0,365,11,87.0,0
DOWNTOWN BOSTON / UMASS  BOSTON / PRIVATE BEDROOM,Dorchester,Private room,1.0,1.5,91,75.0,365,10,82.0,0
Standard King Room,Brighton,Hotel room,1.0,1.0,1,139.0,165,18,96.0,1
SUPERIOR TWO DOUBLES,Back Bay,Hotel room,1.0,1.0,1,155.0,241,18,89.0,0
DELUXE ROOM,Downtown,Hotel room,1.0,1.0,1,176.0,257,15,97.0,0
Walk to the city or beach 4,Dorchester,Private room,1.0,2.0,1,45.0,358,43,92.0,0
Great location to go anywhere in Boston!!,Roxbury,Entire home/apt,3.0,1.0,91,345.0,172,38,96.0,0
Hotel -Style Luxury Suite - North End,North End,Entire home/apt,1.0,1.0,2,232.0,89,60,98.0,1
Cozy & comfy in-law suite with 1 1/2 bedroom space,Dorchester,Entire home/apt,2.0,1.0,3,125.0,350,43,97.0,1
Renovated & Sparkling Clean 3BR Near Harvard Sq,Brighton,Entire home/apt,3.0,1.0,3,175.0,0,26,100.0,1
Home away from home,Dorchester,Private room,1.0,1.0,91,50.0,261,35,96.0,0
ROOM in Shared Decorator's Gorgeous home,Jamaica Plain,Private room,4.0,2.0,91,67.0,270,32,98.0,1
Newly Renovated!  Queen's Cabin,Downtown,Private room,1.0,1.5,91,101.0,0,15,95.0,0
Enchanted Jamaica Plain Cottage,Jamaica Plain,Entire home/apt,2.0,1.5,2,185.0,0,33,99.0,1
Egleston Square Suite (dog friendly),Roxbury,Private room,1.0,1.0,2,86.0,37,15,96.0,1
Luxury Condo in Desired Savin Hill - Next to Beach,Dorchester,Entire home/apt,1.0,1.0,1,99.0,16,56,99.0,1
Professionally cleaned!  The Vault,Downtown,Private room,1.0,2.0,91,89.0,179,24,91.0,0
Feel Right at Home B’n’B,Hyde Park,Private room,1.0,2.0,1,65.0,0,38,100.0,1
Private Bedroom near Harvard Stadium,Allston,Private room,1.0,1.0,1,77.0,180,19,94.0,0
Cool apartment Boston convenient  close to subway,Roxbury,Entire home/apt,2.0,1.0,2,81.0,27,21,90.0,0
Penthouse Getaway,Dorchester,Entire home/apt,2.0,1.0,91,120.0,90,35,97.0,0
Boston Lavish Living,Dorchester,Entire home/apt,3.0,1.0,91,158.0,180,43,95.0,0
Luxury Boston Apartment,Jamaica Plain,Entire home/apt,2.0,2.0,1,309.0,270,12,93.0,0
Luxury Boston Apartment,Jamaica Plain,Entire home/apt,2.0,2.0,1,303.0,270,11,96.0,0
NEAR HARVARD BUSINESS SCHOOL WITH MEMORY BED 1,Allston,Private room,1.0,1.0,1,52.0,156,73,94.0,0
Safe/Clean Studio With Flexible Cancellations! 3-31,South End,Private room,1.0,1.0,2,62.0,0,15,89.0,0
Stylish Private Studio in Boston! 3-33,Bay Village,Entire home/apt,1.0,1.0,2,84.0,328,48,89.0,0
NEAR HARVARD BUSINESS SCHOOL WITH MEMORY BED 2,Allston,Private room,1.0,1.0,1,53.0,149,108,95.0,0
NEAR HARVARD BUSINESS SCHOOL WITH MEMORY BED 3,Allston,Private room,1.0,1.0,1,52.0,156,77,92.0,0
NEAR HARVARD BUSINESS SCHOOL WITH MEMORY BED 4,Allston,Private room,1.0,1.0,1,52.0,156,77,95.0,0
Quiet Pondside Room Near Boston College,Brighton,Private room,1.0,1.0,2,60.0,65,36,100.0,1
★ The Boiler Room | Close to Subway + Downtown ★,Dorchester,Private room,1.0,1.0,2,80.0,324,82,98.0,1
Floor3Treetop level Boston mansion   A1 location:),Dorchester,Entire home/apt,2.0,2.0,2,65.0,71,33,96.0,1
Authentic Modern City Sanctuary  with parking,East Boston,Entire home/apt,2.0,2.0,7,180.0,21,43,98.0,0
5 Cozy Bedroom close Downtown Boston,Jamaica Plain,Private room,1.0,2.0,1,34.0,359,32,78.0,0
Entire Townhouse! 2Bed / 2Bath with Cozy Fireplace,Charlestown,Entire home/apt,2.0,2.0,2,345.0,0,15,97.0,1
"Renovated One Bedroom Apartment Allston, MA.",Allston,Entire home/apt,1.0,1.5,1,99.0,280,124,99.0,1
"Quiet, Modern Guest Suite ★ Near Subway/Downtown",East Boston,Private room,1.0,1.0,1,199.0,259,42,99.0,1
Printing Press Loft,Jamaica Plain,Entire home/apt,1.0,1.0,3,131.0,49,39,100.0,1
*FortHill Special! Clean Comfy & Cozy Guest Suite1,Roxbury,Private room,1.0,1.0,3,80.0,180,20,100.0,1
*FortHill Special! Clean Comfy & Cozy Guest Suite3,Roxbury,Private room,1.0,1.0,3,80.0,180,12,100.0,1
"3C south end, sunny room w/bath near T/BU Medical",South End,Private room,1.0,2.0,91,69.0,0,13,89.0,0
Gorgeous Beacon Hill 1BR | 1BA,Beacon Hill,Entire home/apt,1.0,1.0,3,178.0,301,63,100.0,1
Stay safe in the heart of Beacon Hill in Boston.,Beacon Hill,Entire home/apt,1.0,1.0,2,240.0,163,34,100.0,1
Shared Apartment - Patriots Room,Dorchester,Private room,1.0,1.0,1,50.0,1,20,95.0,1
Bright Double Room | Close to Airport + Downtown,East Boston,Private room,1.0,1.5,1,96.0,173,15,92.0,1
Floor(1)Private suiteWpvt bath-rm best location :),Dorchester,Entire home/apt,2.0,2.0,1,72.0,61,41,95.0,1
Cozy and Beautiful apartment.,Brighton,Entire home/apt,2.0,1.0,91,80.0,313,29,94.0,0
"Private, comfortable 2BR apartment w Keyless Entry",Roxbury,Entire home/apt,2.0,1.0,91,189.0,180,31,99.0,1
Cozy Single Room | Close to Airport + Downtown,East Boston,Private room,1.0,1.5,1,66.0,173,32,94.0,1
"High-end comfort, centrally located",Jamaica Plain,Entire home/apt,1.0,1.0,1,121.0,135,71,97.0,1
(P102) Cute and Cozy 1 bedroom Fenway Park!,Fenway,Entire home/apt,1.0,1.0,1,107.0,118,26,91.0,0
Floor2 -2 private full bath! 3 bed rms A1 Location,Dorchester,Entire home/apt,3.0,3.0,2,122.0,73,30,98.0,1
BU.  MIT. Mass. General Hospital. Casino.,East Boston,Entire home/apt,2.0,1.0,2,185.0,0,32,97.0,1
Superior King Hear/Wheelchair Access R/I Shower TT,Downtown,Private room,1.0,1.0,1,151.0,191,12,85.0,0
Superior King Hearing/Wheelchair ADA w/ Tub TT,Downtown,Private room,1.0,1.0,1,151.0,64,16,94.0,0
"Bright & Airy BR- Driveway Parking, Commuter Rail",Hyde Park,Private room,1.0,1.5,1,39.0,0,39,100.0,1
"2)Priv Bedrm en-suite bthrm, walk to Hrvd U &  BU",Allston,Private room,1.0,1.0,2,91.0,101,43,100.0,1
Downtown Loft Boston Near Everything,Leather District,Entire home/apt,1.0,1.0,5,190.0,69,16,100.0,1
"Beautiful, Clean Room close to Train and Downtown",Dorchester,Private room,1.0,1.0,14,60.0,180,21,95.0,0
Clean/Safe Efficient Studio Awaits! 143-21,Bay Village,Private room,1.0,1.0,2,59.0,166,16,86.0,0
Clean/Safe Efficient Studio Awaits! 143-44,Bay Village,Private room,1.0,1.0,2,65.0,166,18,89.0,0
Safe/Clean Studio With Flexible Cancellations! 3-41,South End,Private room,1.0,1.0,2,62.0,166,17,87.0,0
"Clean, Safe, & Ready For You! 143-43",Bay Village,Private room,1.0,1.0,2,69.0,31,21,85.0,0
Great Value For Your Boston Stay 3-32,Bay Village,Private room,1.0,1.0,2,88.0,67,31,88.0,0
Studio That Is Safe/Clean Ready 4 You!  143-13,Bay Village,Entire home/apt,1.0,1.0,2,84.0,209,54,90.0,0
"NEW! Boston Condo Near MBTA, 3 Mi to Fenway! (U2)",Roxbury,Entire home/apt,3.0,1.0,3,132.0,161,18,94.0,0
Essex Suite in S. Boston Historic Home w/Breakfast,South Boston,Private room,1.0,1.0,2,200.0,180,17,99.0,1
3)Harvrd/BU loc/Priv entrnce&bath/Queenbd/Parkfree,Allston,Private room,1.0,1.0,2,91.0,67,32,100.0,1
1)BU/HarvrdUNI/Priv entrnce&bath/Queenbd/Prkfree,Allston,Private room,1.0,1.0,2,93.0,174,36,100.0,1
New 3bd Apt Walk to Airport/T Mins to DWTN/Casino,East Boston,Entire home/apt,3.0,1.0,2,153.0,361,20,86.0,0
"Staypineapple Boston, Back Bay King",South End,Private room,1.0,1.0,1,103.0,141,212,95.0,0
"The Godfrey Hotel Boston, King",Downtown,Private room,1.0,1.0,1,165.0,329,40,90.0,0
Luxury Home Near Airport/Boston/Train. W/ Peloton!,East Boston,Entire home/apt,2.0,2.0,2,300.0,327,41,99.0,1
Beautiful 2BR in Downtown Boston | Evonify,Beacon Hill,Entire home/apt,2.0,1.0,1,135.0,142,35,88.0,0
"Quiet+ Convenient + Comfy, Downtown  nearby.",Dorchester,Private room,1.0,2.0,1,125.0,365,13,85.0,0
Shared bedroom close to fenway & Downtown Boston,Jamaica Plain,Shared room,1.0,2.0,1,20.0,344,13,83.0,0
Homey Private Room | Best Location in Downtown,Beacon Hill,Private room,1.0,1.0,28,135.0,31,11,96.0,1
Explore Rozzi in private in-law suite w/ home gym,Roslindale,Entire home/apt,1.0,1.0,1,125.0,55,46,97.0,0
Boston Rooftop Retreat,Roxbury,Entire home/apt,1.0,1.0,2,172.0,65,35,100.0,1
Boston Harbor 2 bedroom/2 bath with free parking,Charlestown,Entire home/apt,2.0,2.0,1,164.0,230,67,99.0,1
East Boston Fantastic Room Located by Airport,East Boston,Private room,1.0,1.5,1,71.0,89,10,92.0,0
"Convenient, furnished 1BR in the heart of Boston",Downtown,Entire home/apt,1.0,1.0,1,126.0,200,63,94.0,0
Shared Apartment- Red Sox Room,Dorchester,Private room,1.0,1.0,1,49.0,1,13,92.0,1
Shared Apartment- Bruins Room,Dorchester,Private room,1.0,1.0,1,50.0,1,16,96.0,1
Cozy 2-bdrm. condo 15 mins. to downtown Boston,East Boston,Entire home/apt,2.0,1.0,2,126.0,191,53,99.0,1
"Airy, Modern 1BR sleeps 4 downtown Boston",Downtown,Entire home/apt,1.0,1.0,1,142.0,195,64,87.0,0
Spacious 4BD/1BA City Apartment with FREE Parking,Dorchester,Entire home/apt,4.0,1.0,1,107.0,48,22,99.0,1
"Downtown 2br Close to T, Seaport, Expo & Hospitals",Downtown,Entire home/apt,2.0,1.5,1,339.0,176,43,86.0,0
Beautiful 2 Bedroom Financial District Apartment,Downtown,Entire home/apt,2.0,2.0,1,399.0,176,47,95.0,0
Elegant 2BD/2BA furnished apartment in FiDi,Downtown,Entire home/apt,2.0,2.0,1,388.0,157,41,90.0,0
Exceptional 1BR Apartment in Downtown Boston!,Downtown,Entire home/apt,1.0,1.0,1,123.0,192,56,88.0,0
Classic Downtown 2bed 2bath apartment,Downtown,Entire home/apt,2.0,2.0,1,399.0,175,62,89.0,0
Fabulous 2bed 2bath apartment downtown Boston,Downtown,Entire home/apt,2.0,2.0,1,489.0,181,53,92.0,0
Luxury 4BR 3.5BA in Fenway w/ Laundry & Roof Deck!,Fenway,Entire home/apt,4.0,3.5,3,899.0,352,44,90.0,0
Beautiful Fully Furnished 1BR Downtown Boston,Downtown,Entire home/apt,1.0,1.0,1,125.0,166,63,90.0,0
1Br Apartment in Boston's Fenway Neighborhood,Fenway,Entire home/apt,1.0,1.0,1,132.0,200,52,91.0,0
2bd/1ba Condo with 2 KING Size Beds in Allston,Allston,Entire home/apt,2.0,1.0,1,205.0,92,18,98.0,1
A Lovely Private Victorian Studio - Super Clean,Dorchester,Entire home/apt,1.0,1.0,1,110.0,87,42,97.0,1
Elegant & Clean Room close to Subway and Downtown,Dorchester,Private room,1.0,1.0,14,60.0,179,15,97.0,0
"Private room in cute, quiet house near South End",Roxbury,Private room,1.0,1.5,2,65.0,0,20,98.0,1
Sonder | 1BR Near Whole Foods Market,Beacon Hill,Entire home/apt,1.0,1.0,2,223.0,279,16,93.0,0
Classic 2Bed 2Bath Apartment w/ patio in Back Bay,Back Bay,Entire home/apt,2.0,2.0,2,399.0,173,46,95.0,0
Bright Queen Cozy 3,Dorchester,Private room,1.0,2.0,2,75.0,362,11,93.0,0
Hyde Park-Commuter Rail/Amtrak Stop-MBTA access,Hyde Park,Entire home/apt,3.0,1.0,91,150.0,180,13,98.0,0
North End 1 BR in Little Italy,North End,Entire home/apt,1.0,1.0,10,167.0,360,27,100.0,1
"Middlemarch Rm, Historic S.Boston Home w/Breakfast",South Boston,Private room,1.0,1.0,2,150.0,180,11,96.0,1
Brigham Circle 3-Bedroom Apt on T Subway Station,Mission Hill,Entire home/apt,3.0,1.0,3,313.0,0,28,94.0,1
Gladiola -Private apt. nr Savin Hill/JFK STR404578,Dorchester,Entire home/apt,1.0,1.0,2,133.0,328,26,99.0,1
Beautiful place in the heart of South End,South End,Private room,1.0,1.0,2,125.0,0,14,100.0,1
Private basement guest room in a cozy home,Roslindale,Private room,1.0,1.0,2,50.0,153,45,98.0,1
Authentic Boston Neighborhood Feel !!!,Dorchester,Entire home/apt,3.0,1.0,2,160.0,170,26,94.0,0
"Queen Casper Bed, Private Bath Walk to the Airport",East Boston,Private room,1.0,1.0,3,60.0,0,10,98.0,1
"Charming Back Bay, Beacon St. Apt. w/ Private Roof",Back Bay,Entire home/apt,1.0,1.0,3,222.0,143,32,98.0,1
Modern Cozy 3,Dorchester,Private room,1.0,2.0,2,67.0,363,14,96.0,0
Shared room close  to fenway & Downtown Boston.,Jamaica Plain,Shared room,1.0,2.0,1,20.0,364,13,92.0,0
Safe/Clean Studio With Flexible Cancellations! 3-21,South End,Private room,1.0,1.0,2,65.0,0,15,84.0,0
Casa de Benny,Roxbury,Private room,1.0,2.0,1,50.0,0,24,99.0,1
North End 1 BR with Common Roof Deck,North End,Entire home/apt,1.0,1.0,10,159.0,363,43,100.0,1
Boston Studio Near Downtown,Jamaica Plain,Entire home/apt,1.0,1.0,1,150.0,283,20,90.0,0
Upscale Location Boston 4 BD Apt. 2 car Driveway .,Dorchester,Entire home/apt,4.0,1.0,2,217.0,65,36,96.0,0
Private Studio in Boston's Bay Village!! 5-33,Bay Village,Entire home/apt,1.0,1.0,2,84.0,166,28,83.0,0
Sonder *Discounted Rates* 1BR in Beacon Hill,Beacon Hill,Entire home/apt,1.0,1.0,2,240.0,278,19,96.0,0
Evon | Back Bay Convention CTR | Beautiful 1BR S1,South End,Entire home/apt,1.0,1.0,1,154.0,0,11,85.0,0
Chic & Comfort Boston Studio near Subway504,Allston,Entire home/apt,1.0,1.0,1,102.0,299,32,97.0,1
Chic & Comfort Boston Studio near Subway507,Allston,Entire home/apt,1.0,1.0,1,100.0,342,53,97.0,1
Chic & Comfort Boston Studio near Subway508,Allston,Entire home/apt,1.0,1.0,1,102.0,293,49,98.0,1
